STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/8/2020,,,,,0,"T,,N",,,,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/9/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/10/2020,,,,,0.15,",,N",1.5,",,N",1.5,",,N",,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/11/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/12/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/13/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/14/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/15/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/16/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/17/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/18/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/19/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/20/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/21/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/22/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/23/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/24/2020,,,,,0.09,",,N",1.5,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/25/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/26/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/27/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/28/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COBO0149,"LONGMONT 1.7 NNE, CO US",40.1945,-105.0905,1542.9,11/29/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/1/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/2/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/3/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/4/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/5/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/6/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/7/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/8/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/9/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/10/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/11/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/12/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/13/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/14/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/15/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/16/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/17/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/18/2020,,,,,0,"T,,N",,,,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/19/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/20/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/21/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/22/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/23/2020,,,,,0,"T,,N",,,,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/24/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/25/2020,,,,,0.04,",,N",0.8,",,N",0.8,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/26/2020,,,,,0.64,",,N",7,",,N",7,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/27/2020,,,,,0,",,N",0,",,N",4.6,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/28/2020,,,,,0,",,N",0,",,N",2.2,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/29/2020,,,,,0,",,N",0,",,N",1,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/30/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,10/31/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/1/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/2/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/3/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/4/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/5/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/6/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/7/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/8/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/9/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/10/2020,,,,,0.08,",,N",0.6,",,N",0.6,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/11/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/12/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/13/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/14/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/15/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/16/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/17/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/18/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/19/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/20/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/21/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/22/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/23/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/24/2020,,,,,0.21,",,N",2.8,",,N",2.8,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/25/2020,,,,,0,",,N",0,",,N",0.8,",,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/26/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/27/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/28/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COWE0209,"ERIE 1.6 NE, CO US",40.0679,-105.0293,1549,11/29/2020,,,,,0,",,N",0,",,N",0,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/1/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/2/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/3/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/4/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/5/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/6/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/7/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/8/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/9/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/10/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/11/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/12/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/13/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/14/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/15/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/16/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/17/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/18/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/19/2020,,,,,0.01,",,N",,,,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/20/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/21/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/22/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/23/2020,,,,,0.06,",,N",,,,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/24/2020,,,,,0,"T,,N",,,,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/25/2020,,,,,0.02,",,N",0.1,",,N",0.5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/26/2020,,,,,0.43,",,N",5.5,",,N",5.5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/27/2020,,,,,0,"T,,N",0,"T,,N",5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/28/2020,,,,,0,",,N",0,",,N",2,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/29/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/30/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,10/31/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/1/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/2/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/3/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/4/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/5/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/6/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/7/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/8/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/9/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/10/2020,,,,,0.07,",,N",0.7,",,N",0.5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/11/2020,,,,,0,",,N",0,",,N",0,"T,,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/12/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/13/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/14/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/15/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/16/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/17/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/18/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/19/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/20/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/21/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/22/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/23/2020,,,,,0,",,N",0,",,N",,,,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/24/2020,,,,,0.73,",,N",5.3,",,N",5.5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/25/2020,,,,,0.06,",,N",0.2,",,N",4,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/26/2020,,,,,0,",,N",0,",,N",3.5,",,N",,,,,,,,
US1COJF0240,"ARVADA 3.8 W, CO US",39.817103,-105.177416,1706.6,11/27/2020,,,,,0,",,N",0,",,N",2.5,",,N",,,,,,,,
